"x","y","p","px","py"
-8.615,6.4,5.82004766374557e-153,0,0
-8.4409595959596,6.4,1.42212505756845e-145,8.0808080808081,0
-8.26691919191919,6.4,1.17181257656331e-138,16.1616161616162,0
-8.09287878787879,6.4,3.2560247195062e-132,24.2424242424242,0
-7.91883838383838,6.4,3.0509031679273e-126,32.3232323232323,0
-7.74479797979798,6.4,9.64179296707641e-121,40.4040404040404,0
-7.57075757575758,6.4,1.03475711325565e-115,48.4848484848485,0
-7.39671717171717,6.4,4.74117936824324e-111,56.5656565656566,0
-7.22267676767677,6.4,5.33525098920211e-106,64.6464646464646,0
-7.04863636363636,6.4,7.68759028974462e-101,72.7272727272727,0
-6.87459595959596,6.4,4.05799352187098e-96,80.8080808080808,0
-6.70055555555556,6.4,7.23972130921364e-92,88.8888888888889,0
-6.52651515151515,6.4,4.35579140021133e-88,96.969696969697,0
-6.35247474747475,6.4,8.83735726748553e-85,105.050505050505,0
-6.17843434343434,6.4,6.04632963656069e-82,113.131313131313,0
-6.00439393939394,6.4,1.39523906660563e-79,121.212121212121,0
-5.83035353535354,6.4,1.08885747372771e-77,129.292929292929,0
-5.65631313131313,6.4,3.65281996695373e-76,137.373737373737,0
-5.48227272727273,6.4,9.24249255597431e-72,145.454545454545,0
-5.30823232323232,6.4,4.3907468004182e-67,153.535353535354,0
-5.13419191919192,6.4,7.03745537911244e-63,161.616161616162,0
-4.96015151515151,6.4,3.80366395398262e-59,169.69696969697,0
-4.78611111111111,6.4,6.93262556076867e-56,177.777777777778,0
-4.61207070707071,6.4,4.26091100636966e-53,185.858585858586,0
-4.4380303030303,6.4,8.83113043846165e-51,193.939393939394,0
-4.2639898989899,6.4,6.17218950434349e-49,202.020202020202,0
-4.08994949494949,6.4,1.45469290386825e-47,210.10101010101,0
-3.91590909090909,6.4,1.15614553228224e-46,218.181818181818,0
-3.74186868686869,6.4,3.09858066511154e-46,226.262626262626,0
-3.56782828282828,6.4,2.80041389766739e-46,234.343434343434,0
-3.39378787878788,6.4,8.53474909656545e-47,242.424242424242,0
-3.21974747474748,6.4,8.77138974450416e-48,250.50505050505,0
-3.04570707070707,6.4,3.03987114914036e-49,258.585858585859,0
-2.87166666666667,6.4,3.55263887367718e-51,266.666666666667,0
-2.69762626262626,6.4,1.40009104487141e-53,274.747474747475,0
-2.52358585858586,6.4,1.86071454256779e-56,282.828282828283,0
-2.34954545454545,6.4,8.34662057826239e-60,290.909090909091,0
-2.17550505050505,6.4,1.31295658859794e-63,298.989898989899,0
-2.00146464646465,6.4,1.81489673271624e-67,307.070707070707,0
-1.82742424242424,6.4,8.89410414983345e-71,315.151515151515,0
-1.65338383838384,6.4,2.21924929154483e-74,323.232323232323,0
-1.47934343434343,6.4,1.88970589379092e-78,331.313131313131,0
-1.30530303030303,6.4,5.42763904528199e-83,339.393939393939,0
-1.13126262626263,6.4,5.25701912384212e-88,347.474747474748,0
-0.957222222222222,6.4,1.71702783257156e-93,355.555555555556,0
-0.783181818181818,6.4,1.8911423965019e-99,363.636363636364,0
-0.609141414141414,6.4,7.02393110804601e-106,371.717171717172,0
-0.435101010101009,6.4,8.79721836070079e-113,379.79797979798,0
-0.261060606060605,6.4,3.71552011671631e-120,387.878787878788,0
-0.0870202020202022,6.4,5.2917945958838e-128,395.959595959596,0
0.0870202020202022,6.4,2.54153126957425e-136,404.040404040404,0
0.261060606060607,6.4,4.11620642607054e-145,412.121212121212,0
