"x","y","p","px","py"
-8.615,6.4,5.11762990073098e-80,0,0
-8.4409595959596,6.4,8.71631395835584e-74,8.0808080808081,0
-8.26691919191919,6.4,5.64207474003023e-68,16.1616161616162,0
-8.09287878787879,6.4,1.39089605091339e-62,24.2424242424242,0
-7.91883838383838,6.4,1.32029251757716e-57,32.3232323232323,0
-7.74479797979798,6.4,5.13091962186019e-53,40.4040404040404,0
-7.57075757575758,6.4,1.0610221333092e-48,48.4848484848485,0
-7.39671717171717,6.4,1.72737447635555e-44,56.5656565656566,0
-7.22267676767677,6.4,1.78782288575252e-40,64.6464646464646,0
-7.04863636363636,6.4,8.09758332439335e-37,72.7272727272727,0
-6.87459595959596,6.4,1.4317036139047e-33,80.8080808080808,0
-6.70055555555556,6.4,9.87374990880977e-31,88.8888888888889,0
-6.52651515151515,6.4,3.30892579027577e-28,96.969696969697,0
-6.35247474747475,6.4,1.30370416159692e-25,105.050505050505,0
-6.17843434343434,6.4,5.17328446766817e-23,113.131313131313,0
-6.00439393939394,6.4,9.25927787938283e-21,121.212121212121,0
-5.83035353535354,6.4,6.39809564705405e-19,129.292929292929,0
-5.65631313131313,6.4,1.68295505395459e-17,137.373737373737,0
-5.48227272727273,6.4,1.68268037359081e-16,145.454545454545,0
-5.30823232323232,6.4,6.39274821711604e-16,153.535353535354,0
-5.13419191919192,6.4,9.2440170643435e-16,161.616161616162,0
-4.96015151515151,6.4,5.61590224701075e-16,169.69696969697,0
-4.78611111111111,6.4,7.50008582274294e-16,177.777777777778,0
-4.61207070707071,6.4,2.83762130278714e-15,185.858585858586,0
-4.4380303030303,6.4,4.7247498591728e-15,193.939393939394,0
-4.2639898989899,6.4,3.03526528667936e-15,202.020202020202,0
-4.08994949494949,6.4,8.07036315796462e-16,210.10101010101,0
-3.91590909090909,6.4,1.23370284829309e-16,218.181818181818,0
-3.74186868686869,6.4,1.63351868300659e-17,226.262626262626,0
-3.56782828282828,6.4,1.32494255522684e-18,234.343434343434,0
-3.39378787878788,6.4,4.54067032394237e-20,242.424242424242,0
-3.21974747474748,6.4,6.00869455619426e-22,250.50505050505,0
-3.04570707070707,6.4,3.03166448297421e-24,258.585858585859,0
-2.87166666666667,6.4,5.88440915395853e-27,266.666666666667,0
-2.69762626262626,6.4,4.72412182625997e-30,274.747474747475,0
-2.52358585858586,6.4,2.20384187784493e-33,282.828282828283,0
-2.34954545454545,6.4,1.33972845075059e-36,290.909090909091,0
-2.17550505050505,6.4,6.09001177005392e-39,298.989898989899,0
-2.00146464646465,6.4,2.92995685034737e-41,307.070707070707,0
-1.82742424242424,6.4,5.547450794537e-44,315.151515151515,0
-1.65338383838384,6.4,3.99091385716408e-47,323.232323232323,0
-1.47934343434343,6.4,1.09010572071926e-50,331.313131313131,0
-1.30530303030303,6.4,1.13051183637429e-54,339.393939393939,0
-1.13126262626263,6.4,4.45134932324523e-59,347.474747474748,0
-0.957222222222222,6.4,6.65454407109963e-64,355.555555555556,0
-0.783181818181818,6.4,3.77706971537943e-69,363.636363636364,0
-0.609141414141414,6.4,8.13957577695012e-75,371.717171717172,0
-0.435101010101009,6.4,6.65976136480033e-81,379.79797979798,0
-0.261060606060605,6.4,2.06883661482073e-87,387.878787878788,0
-0.0870202020202022,6.4,2.44011035055952e-94,395.959595959596,0
0.0870202020202022,6.4,1.09285348582357e-101,404.040404040404,0
0.261060606060607,6.4,1.86104093048528e-109,412.121212121212,0
0.435101010101011,6.4,1.22266732083689e-117,420.20202020202,0
0.609141414141414,6.4,3.65070381580825e-126,428.282828282828,0
0.783181818181818,6.4,2.10920189178265e-134,436.363636363636,0
0.957222222222223,6.4,8.90530163642086e-142,444.444444444444,0
1.13126262626263,6.4,2.56085590168351e-149,452.525252525253,0
1.30530303030303,6.4,2.89799372647811e-157,460.606060606061,0
1.47934343434343,6.4,1.24790898771378e-165,468.686868686869,0
1.65338383838384,6.4,2.04052640583331e-174,476.767676767677,0
1.82742424242424,6.4,1.26682322562261e-183,484.848484848485,0
2.00146464646465,6.4,2.98607139551787e-193,492.929292929293,0
2.17550505050505,6.4,2.67235674522849e-203,501.010101010101,0
2.34954545454545,6.4,9.08026941229624e-214,509.090909090909,0
2.52358585858586,6.4,1.17142122161083e-224,517.171717171717,0
2.69762626262626,6.4,5.737695456995e-236,525.252525252525,0
2.87166666666667,6.4,1.06701850522757e-247,533.333333333333,0
3.04570707070707,6.4,7.53384120542593e-260,541.414141414141,0
3.21974747474748,6.4,2.01962633607928e-272,549.494949494949,0
3.39378787878788,6.4,2.05558595162476e-285,557.575757575758,0
3.56782828282828,6.4,7.94347090355039e-299,565.656565656566,0
3.74186868686869,6.4,1.16545371270568e-312,573.737373737374,0
3.91590909090909,6.4,0,581.818181818182,0
4.0899494949495,6.4,0,589.89898989899,0
4.2639898989899,6.4,0,597.979797979798,0
4.4380303030303,6.4,0,606.060606060606,0
4.61207070707071,6.4,0,614.141414141414,0
4.78611111111111,6.4,0,622.222222222222,0
4.96015151515152,6.4,0,630.30303030303,0
5.13419191919192,6.4,0,638.383838383838,0
5.30823232323232,6.4,0,646.464646464646,0
5.48227272727273,6.4,0,654.545454545455,0
5.65631313131313,6.4,0,662.626262626263,0
5.83035353535354,6.4,0,670.707070707071,0
6.00439393939394,6.4,0,678.787878787879,0
6.17843434343434,6.4,0,686.868686868687,0
6.35247474747475,6.4,0,694.949494949495,0
6.52651515151515,6.4,0,703.030303030303,0
6.70055555555556,6.4,0,711.111111111111,0
6.87459595959596,6.4,0,719.191919191919,0
